source,split,filename,image_path,true_style,was_manually_reviewed,review_decision,manual_label_names,manual_notes,label_formal,label_gothic,label_sporty,label_streetwear,label_count
split_style_train,train,jacket_formal_jacket_028.png,..\dataset\split_style\train\formal\jacket_formal_jacket_028.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_030.png,..\dataset\split_style\train\formal\jacket_formal_jacket_030.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_031.png,..\dataset\split_style\train\formal\jacket_formal_jacket_031.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_033.png,..\dataset\split_style\train\formal\jacket_formal_jacket_033.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_034.png,..\dataset\split_style\train\formal\jacket_formal_jacket_034.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_035.png,..\dataset\split_style\train\formal\jacket_formal_jacket_035.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_037.png,..\dataset\split_style\train\formal\jacket_formal_jacket_037.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_038.png,..\dataset\split_style\train\formal\jacket_formal_jacket_038.png,formal,True,keep_single_label,formal,Structured blazer. Clearly formal.,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_039.png,..\dataset\split_style\train\formal\jacket_formal_jacket_039.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_042.png,..\dataset\split_style\train\formal\jacket_formal_jacket_042.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_043.png,..\dataset\split_style\train\formal\jacket_formal_jacket_043.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_044.png,..\dataset\split_style\train\formal\jacket_formal_jacket_044.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_045.png,..\dataset\split_style\train\formal\jacket_formal_jacket_045.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_046.png,..\dataset\split_style\train\formal\jacket_formal_jacket_046.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_047.png,..\dataset\split_style\train\formal\jacket_formal_jacket_047.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_048.png,..\dataset\split_style\train\formal\jacket_formal_jacket_048.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_formal_jacket_049.png,..\dataset\split_style\train\formal\jacket_formal_jacket_049.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_002.png,..\dataset\split_style\train\formal\pants_formal_pants_002.png,formal,True,keep_single_label,formal,Tailored trousers. Clearly formal.,1,0,0,0,1
split_style_train,train,pants_formal_pants_003.png,..\dataset\split_style\train\formal\pants_formal_pants_003.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_004.png,..\dataset\split_style\train\formal\pants_formal_pants_004.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_005.png,..\dataset\split_style\train\formal\pants_formal_pants_005.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_011.png,..\dataset\split_style\train\formal\pants_formal_pants_011.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_012.png,..\dataset\split_style\train\formal\pants_formal_pants_012.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_014.png,..\dataset\split_style\train\formal\pants_formal_pants_014.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_015.png,..\dataset\split_style\train\formal\pants_formal_pants_015.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_016.png,..\dataset\split_style\train\formal\pants_formal_pants_016.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_017.png,..\dataset\split_style\train\formal\pants_formal_pants_017.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_019.png,..\dataset\split_style\train\formal\pants_formal_pants_019.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_020.png,..\dataset\split_style\train\formal\pants_formal_pants_020.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_023.png,..\dataset\split_style\train\formal\pants_formal_pants_023.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_024.png,..\dataset\split_style\train\formal\pants_formal_pants_024.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_025.png,..\dataset\split_style\train\formal\pants_formal_pants_025.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_027.png,..\dataset\split_style\train\formal\pants_formal_pants_027.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_028.png,..\dataset\split_style\train\formal\pants_formal_pants_028.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_029.png,..\dataset\split_style\train\formal\pants_formal_pants_029.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_030.png,..\dataset\split_style\train\formal\pants_formal_pants_030.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_031.png,..\dataset\split_style\train\formal\pants_formal_pants_031.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_032.png,..\dataset\split_style\train\formal\pants_formal_pants_032.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_033.png,..\dataset\split_style\train\formal\pants_formal_pants_033.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_034.png,..\dataset\split_style\train\formal\pants_formal_pants_034.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_035.png,..\dataset\split_style\train\formal\pants_formal_pants_035.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_036.png,..\dataset\split_style\train\formal\pants_formal_pants_036.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_040.png,..\dataset\split_style\train\formal\pants_formal_pants_040.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_041.png,..\dataset\split_style\train\formal\pants_formal_pants_041.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_044.png,..\dataset\split_style\train\formal\pants_formal_pants_044.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_045.png,..\dataset\split_style\train\formal\pants_formal_pants_045.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_046.png,..\dataset\split_style\train\formal\pants_formal_pants_046.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_049.png,..\dataset\split_style\train\formal\pants_formal_pants_049.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,pants_formal_pants_050.png,..\dataset\split_style\train\formal\pants_formal_pants_050.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_001.png,..\dataset\split_style\train\formal\shoes_formal_shoes_001.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_002.png,..\dataset\split_style\train\formal\shoes_formal_shoes_002.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_003.png,..\dataset\split_style\train\formal\shoes_formal_shoes_003.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_004.png,..\dataset\split_style\train\formal\shoes_formal_shoes_004.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_005.png,..\dataset\split_style\train\formal\shoes_formal_shoes_005.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_006.png,..\dataset\split_style\train\formal\shoes_formal_shoes_006.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_007.png,..\dataset\split_style\train\formal\shoes_formal_shoes_007.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_010.png,..\dataset\split_style\train\formal\shoes_formal_shoes_010.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_011.png,..\dataset\split_style\train\formal\shoes_formal_shoes_011.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_012.png,..\dataset\split_style\train\formal\shoes_formal_shoes_012.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_013.png,..\dataset\split_style\train\formal\shoes_formal_shoes_013.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_014.png,..\dataset\split_style\train\formal\shoes_formal_shoes_014.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_016.png,..\dataset\split_style\train\formal\shoes_formal_shoes_016.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_017.png,..\dataset\split_style\train\formal\shoes_formal_shoes_017.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_019.png,..\dataset\split_style\train\formal\shoes_formal_shoes_019.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_020.png,..\dataset\split_style\train\formal\shoes_formal_shoes_020.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_021.png,..\dataset\split_style\train\formal\shoes_formal_shoes_021.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_022.png,..\dataset\split_style\train\formal\shoes_formal_shoes_022.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_023.png,..\dataset\split_style\train\formal\shoes_formal_shoes_023.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_024.png,..\dataset\split_style\train\formal\shoes_formal_shoes_024.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_025.png,..\dataset\split_style\train\formal\shoes_formal_shoes_025.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_026.png,..\dataset\split_style\train\formal\shoes_formal_shoes_026.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_027.png,..\dataset\split_style\train\formal\shoes_formal_shoes_027.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_028.png,..\dataset\split_style\train\formal\shoes_formal_shoes_028.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_029.png,..\dataset\split_style\train\formal\shoes_formal_shoes_029.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_031.png,..\dataset\split_style\train\formal\shoes_formal_shoes_031.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_032.png,..\dataset\split_style\train\formal\shoes_formal_shoes_032.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_033.png,..\dataset\split_style\train\formal\shoes_formal_shoes_033.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_034.png,..\dataset\split_style\train\formal\shoes_formal_shoes_034.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_035.png,..\dataset\split_style\train\formal\shoes_formal_shoes_035.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_036.png,..\dataset\split_style\train\formal\shoes_formal_shoes_036.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_037.png,..\dataset\split_style\train\formal\shoes_formal_shoes_037.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_039.png,..\dataset\split_style\train\formal\shoes_formal_shoes_039.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_041.png,..\dataset\split_style\train\formal\shoes_formal_shoes_041.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_043.png,..\dataset\split_style\train\formal\shoes_formal_shoes_043.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_045.png,..\dataset\split_style\train\formal\shoes_formal_shoes_045.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_046.png,..\dataset\split_style\train\formal\shoes_formal_shoes_046.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_047.png,..\dataset\split_style\train\formal\shoes_formal_shoes_047.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_048.png,..\dataset\split_style\train\formal\shoes_formal_shoes_048.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_049.png,..\dataset\split_style\train\formal\shoes_formal_shoes_049.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,shoes_formal_shoes_050.png,..\dataset\split_style\train\formal\shoes_formal_shoes_050.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_004.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_004.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_006.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_006.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_007.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_007.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_008.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_008.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_009.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_009.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_010.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_010.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_011.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_011.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_012.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_012.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_013.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_013.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_015.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_015.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_016.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_016.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_018.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_018.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_020.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_020.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_021.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_021.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_022.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_022.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_023.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_023.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_025.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_025.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_026.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_026.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_027.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_027.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_028.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_028.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_029.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_029.png,formal,True,add_second_label,formal + streetwear,"Polo/preppy shirt, but strong logo/graphic branding can also work in streetwear.",1,0,0,1,2
split_style_train,train,tshirt_formal_tshirt_030.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_030.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_031.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_031.png,formal,True,add_second_label,formal + streetwear,"Collared/preppy shirt, but the NY branding also makes it fit streetwear.",1,0,0,1,2
split_style_train,train,tshirt_formal_tshirt_034.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_034.png,formal,True,add_second_label,formal + streetwear,"Rugby/preppy shirt can fit a formal/preppy category, but also works in streetwear styling.",1,0,0,1,2
split_style_train,train,tshirt_formal_tshirt_035.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_035.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_037.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_037.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_038.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_038.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_043.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_043.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_044.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_044.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_045.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_045.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_046.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_046.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_047.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_047.png,formal,True,keep_single_label,formal,Clean polo shirt. More formal/preppy than streetwear.,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_049.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_049.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,tshirt_formal_tshirt_050.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_050.png,formal,False,not_reviewed,,,1,0,0,0,1
split_style_train,train,jacket_gothic_jacket_001.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_001.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_003.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_003.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_004.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_004.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_005.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_005.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_007.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_007.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_008.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_008.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_010.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_010.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_011.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_011.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_012.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_012.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_013.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_013.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_015.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_015.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_020.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_020.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_021.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_021.png,gothic,True,add_second_label,formal + gothic,"Gothic coat, but the structured long coat shape also has a formal/Victorian feel. Not sporty.",1,1,0,0,2
split_style_train,train,jacket_gothic_jacket_022.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_022.png,gothic,True,add_second_label,formal + gothic,"Long structured black coat. Gothic, but also clearly formal/elegant. Not sporty.",1,1,0,0,2
split_style_train,train,jacket_gothic_jacket_023.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_023.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_024.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_024.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_027.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_027.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_028.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_028.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_029.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_029.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_030.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_030.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_032.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_032.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_033.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_033.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_035.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_035.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_036.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_036.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_037.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_037.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_038.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_038.png,gothic,True,add_second_label,formal + gothic,"From a gothic source, so gothic label is valid, but visually it also looks formal/vintage because of the coat shape and pattern.",1,1,0,0,2
split_style_train,train,jacket_gothic_jacket_039.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_039.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_040.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_040.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_041.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_041.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_042.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_042.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_043.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_043.png,gothic,False,not_reviewed,,,0,1,0,0,1
split_style_train,train,jacket_gothic_jacket_044.png,..\dataset\split_style\train\gothic\jacket_gothic_jacket_044.png,gothic,False,not_reviewed,,,0,1,0,0,1
