review_priority,review_pair,source,split,filename,image_path,true_style,predicted_style,second_style,suggested_second_label,top_confidence,second_confidence,confidence_margin,loss,wrong_prediction,high_loss,low_margin,low_confidence,manual_formal,manual_gothic,manual_sporty,manual_streetwear,review_decision,manual_notes
A_high,sporty + streetwear,split_style_train,train,pants_sporty_pants_003.png,..\dataset\split_style\train\sporty\pants_sporty_pants_003.png,sporty,streetwear,sporty,streetwear,0.378503978,0.323326319,0.055177659,1.12909317,TRUE,TRUE,TRUE,TRUE,0,0,1,1,add_second_label,Loose casual pants with side stripe can work in both sporty and streetwear outfits.
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_038.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_038.png,streetwear,sporty,streetwear,sporty,0.416782737,0.343036413,0.073746324,1.069918633,TRUE,TRUE,TRUE,TRUE,0,0,1,1,add_second_label,"Adidas-style sneakers are streetwear, but the athletic design also makes sporty valid."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_004.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_004.png,streetwear,sporty,streetwear,sporty,0.527405322,0.350033969,0.177371353,1.049725056,TRUE,TRUE,TRUE,TRUE,0,0,1,1,add_second_label,"Athletic sneaker shape, but also works as streetwear."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_027.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_027.png,streetwear,sporty,streetwear,sporty,0.748061359,0.182739541,0.565321818,1.699693441,TRUE,TRUE,FALSE,FALSE,0,0,1,1,add_second_label,"Very sporty Adidas-style sneaker, but can still be styled as streetwear."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_026.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_026.png,streetwear,sporty,streetwear,sporty,0.557486117,0.270978212,0.286507905,1.305716872,TRUE,TRUE,FALSE,TRUE,0,0,1,1,add_second_label,Casual streetwear sneaker with sporty Adidas design.
A_high,sporty + streetwear,style_extra,style_extra,sporty_jacket_extra_009.png,..\dataset\style_extra\sporty\jacket\sporty_jacket_extra_009.png,sporty,streetwear,sporty,streetwear,0.657313466,0.298580974,0.358732492,1.208714128,TRUE,TRUE,FALSE,FALSE,0,0,1,1,add_second_label,"Adidas track jacket is sporty, but also common in streetwear outfits."
A_high,sporty + streetwear,split_style_train,train,shoes_sporty_shoes_013.png,..\dataset\split_style\train\sporty\shoes_sporty_shoes_013.png,sporty,streetwear,sporty,streetwear,0.622878373,0.301854044,0.321024328,1.197811723,TRUE,TRUE,FALSE,FALSE,0,0,1,1,add_second_label,"Technical/outdoor sporty shoe, but also fits modern streetwear/gorpcore style."
A_high,sporty + streetwear,style_extra,style_extra,sporty_shoes_extra_003.png,..\dataset\style_extra\sporty\shoes\sporty_shoes_extra_003.png,sporty,streetwear,sporty,streetwear,0.585945368,0.318633556,0.267311811,1.143713593,TRUE,TRUE,FALSE,TRUE,0,0,1,0,keep_single_label,Clearly sporty shoes.
A_high,sporty + streetwear,split_style_train,train,shoes_sporty_shoes_036.png,..\dataset\split_style\train\sporty\shoes_sporty_shoes_036.png,sporty,streetwear,sporty,streetwear,0.667722225,0.319813788,0.347908437,1.140016437,TRUE,TRUE,FALSE,FALSE,0,0,1,1,add_second_label,"Sporty technical sneaker, but the bold design also fits streetwear styling."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_032.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_032.png,streetwear,sporty,streetwear,sporty,0.608685136,0.349135131,0.259550005,1.052296281,TRUE,TRUE,FALSE,FALSE,0,0,1,1,add_second_label,New Balance-style sneaker works strongly in both sporty and streetwear.
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_024.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_024.png,streetwear,sporty,streetwear,sporty,0.49060905,0.375505596,0.115103453,0.979481876,TRUE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Adidas casual sneaker is streetwear, but still has sporty brand/design cues."
A_high,sporty + streetwear,style_extra,style_extra,streetwear_shoes_extra_013.png,..\dataset\style_extra\streetwear\shoes\streetwear_shoes_extra_013.png,streetwear,sporty,streetwear,sporty,0.4154405,0.383367807,0.032072693,0.958760381,TRUE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Streetwear outfit context, but the sneaker itself is clearly athletic/sporty too."
A_high,sporty + streetwear,style_extra,style_extra,sporty_jacket_extra_007.png,..\dataset\style_extra\sporty\jacket\sporty_jacket_extra_007.png,sporty,streetwear,sporty,streetwear,0.485764623,0.386310816,0.099453807,0.951113045,TRUE,FALSE,TRUE,TRUE,0,0,1,0,keep_single_label,Simple grey sports zip jacket. It feels more purely sporty than streetwear.
A_high,sporty + streetwear,style_extra,style_extra,streetwear_pants_extra_009.png,..\dataset\style_extra\streetwear\pants\streetwear_pants_extra_009.png,streetwear,sporty,streetwear,sporty,0.486381501,0.40214017,0.084241331,0.910954595,TRUE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Loose cargo pants are streetwear, but can also fit sporty/outdoor casual styling."
A_high,sporty + streetwear,style_extra,style_extra,streetwear_jacket_extra_002.png,..\dataset\style_extra\streetwear\jacket\streetwear_jacket_extra_002.png,streetwear,sporty,streetwear,sporty,0.511915028,0.408065438,0.10384959,0.896327734,TRUE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Bomber jacket is streetwear, but the casual athletic shape makes sporty reasonable too."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_029.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_029.png,streetwear,sporty,streetwear,sporty,0.544391751,0.416753203,0.127638549,0.875261068,TRUE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,New Balance technical sneaker fits both sporty and streetwear.
A_high,sporty + streetwear,split_style_train,train,shoes_sporty_shoes_024.png,..\dataset\split_style\train\sporty\shoes_sporty_shoes_024.png,sporty,streetwear,sporty,streetwear,0.549538136,0.429625779,0.119912356,0.844840765,TRUE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Technical Salomon-style shoe is sporty, but also fits streetwear/gorpcore styling."
A_high,sporty + streetwear,split_style_train,train,jacket_sporty_jacket_005.png,..\dataset\split_style\train\sporty\jacket_sporty_jacket_005.png,sporty,sporty,streetwear,streetwear,0.373805553,0.325764894,0.048040658,0.984019518,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Hoodie is sporty/casual, but also very usable in streetwear outfit"
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_043.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_043.png,streetwear,streetwear,sporty,sporty,0.389647752,0.367662877,0.021984875,0.942512155,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,More fashion/casual shoe than athletic sneaker. Not sporty enough.
A_high,sporty + streetwear,style_extra,style_extra,sporty_jacket_extra_008.png,..\dataset\style_extra\sporty\jacket\sporty_jacket_extra_008.png,sporty,sporty,streetwear,streetwear,0.393217236,0.381652474,0.011564761,0.933393061,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Track jacket is sporty, but oversized/casual styling also fits streetwear."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_046.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_046.png,streetwear,streetwear,sporty,sporty,0.394861788,0.344176531,0.050685257,0.929219484,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Puma sneaker works as streetwear, but still has sporty sneaker design."
A_high,sporty + streetwear,split_style_train,train,tshirt_sporty_tshirt_042.png,..\dataset\split_style\train\sporty\tshirt_sporty_tshirt_042.png,sporty,sporty,streetwear,streetwear,0.396356791,0.332861304,0.063495487,0.925440431,FALSE,FALSE,TRUE,TRUE,0,0,1,0,keep_single_label,Simple sports/basic t-shirt. Not enough streetwear identity by itself.
A_high,sporty + streetwear,style_extra,style_extra,sporty_shoes_extra_008.png,..\dataset\style_extra\sporty\shoes\sporty_shoes_extra_008.png,sporty,sporty,streetwear,streetwear,0.408129781,0.296527892,0.111601889,0.89617008,FALSE,FALSE,TRUE,TRUE,0,0,1,0,keep_single_label,Clearly sporty shoes.
A_high,sporty + streetwear,style_extra,style_extra,streetwear_pants_extra_013.png,..\dataset\style_extra\streetwear\pants\streetwear_pants_extra_013.png,streetwear,streetwear,sporty,sporty,0.409002244,0.270768315,0.13823393,0.894034684,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Baggy graphic jeans are clearly streetwear, not really sporty."
A_high,sporty + streetwear,style_extra,style_extra,streetwear_pants_extra_010.png,..\dataset\style_extra\streetwear\pants\streetwear_pants_extra_010.png,streetwear,streetwear,sporty,sporty,0.437046796,0.311728835,0.125317961,0.827715039,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Oversized styled pants fit streetwear, but not enough sporty features."
A_high,sporty + streetwear,split_style_train,train,shoes_sporty_shoes_027.png,..\dataset\split_style\train\sporty\shoes_sporty_shoes_027.png,sporty,sporty,streetwear,streetwear,0.444710881,0.326563179,0.118147701,0.810330927,FALSE,FALSE,TRUE,TRUE,0,0,1,0,keep_single_label,Clearly sporty shoes.
A_high,sporty + streetwear,style_extra,style_extra,streetwear_shoes_extra_002.png,..\dataset\style_extra\streetwear\shoes\streetwear_shoes_extra_002.png,streetwear,streetwear,sporty,sporty,0.451462567,0.337598145,0.113864422,0.795262814,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Vans-style streetwear shoe, but still casual/sporty enough to overlap."
A_high,sporty + streetwear,style_extra,style_extra,streetwear_pants_extra_007.png,..\dataset\style_extra\streetwear\pants\streetwear_pants_extra_007.png,streetwear,streetwear,sporty,sporty,0.463430434,0.448699504,0.01473093,0.769098997,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Very oversized denim pants. Strong streetwear, not really sporty."
A_high,sporty + streetwear,split_style_train,train,jacket_streetwear_jacket_050.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_050.png,streetwear,streetwear,sporty,sporty,0.479097605,0.312591761,0.166505843,0.73585093,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Half-zip windbreaker style fits streetwear, but also has sporty/outdoor clothing features."
A_high,sporty + streetwear,split_style_train,train,shoes_sporty_shoes_041.png,..\dataset\split_style\train\sporty\shoes_sporty_shoes_041.png,sporty,sporty,streetwear,streetwear,0.480690122,0.422701269,0.057988852,0.732532442,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Technical sneaker is sporty, but also works in streetwear/gorpcore outfits."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_040.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_040.png,streetwear,streetwear,sporty,sporty,0.490631074,0.318223208,0.172407866,0.712062836,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,More fashion/casual sneaker than athletic. Streetwear only is enough.
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_048.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_048.png,streetwear,streetwear,sporty,sporty,0.510380983,0.376070738,0.134310246,0.672597826,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Basketball-style sneaker fits streetwear, but the athletic design makes sporty valid too."
A_high,sporty + streetwear,split_style_train,train,shoes_streetwear_shoes_017.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_017.png,streetwear,streetwear,sporty,sporty,0.525661707,0.371020406,0.1546413,0.64309746,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,Nike lifestyle sneaker. More streetwear/fashion than actual running/performance shoe.
A_high,sporty + streetwear,style_extra,style_extra,streetwear_shoes_extra_014.png,..\dataset\style_extra\streetwear\shoes\streetwear_shoes_extra_014.png,streetwear,streetwear,sporty,sporty,0.534411669,0.441088498,0.093323171,0.626588762,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Converse-style styling with colorful socks. Clearly streetwear/casual, not sporty."
A_high,sporty + streetwear,split_style_train,train,shoes_sporty_shoes_045.png,..\dataset\split_style\train\sporty\shoes_sporty_shoes_045.png,sporty,sporty,streetwear,streetwear,0.537617683,0.380083919,0.157533765,0.620607615,FALSE,FALSE,TRUE,TRUE,0,0,1,0,keep_single_label,"Looks like a running/performance shoe, so it should stay sporty only."
A_high,sporty + streetwear,style_extra,style_extra,sporty_shoes_extra_005.png,..\dataset\style_extra\sporty\shoes\sporty_shoes_extra_005.png,sporty,sporty,streetwear,streetwear,0.552522421,0.352734864,0.199787557,0.593261302,FALSE,FALSE,TRUE,TRUE,0,0,1,0,keep_single_label,Running shoe in an athletic context. Sporty only.
A_high,sporty + streetwear,style_extra,style_extra,streetwear_tshirt_extra_007.png,..\dataset\style_extra\streetwear\tshirt\streetwear_tshirt_extra_007.png,streetwear,streetwear,sporty,sporty,0.581083059,0.396293253,0.184789807,0.542861581,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Oversized graphic t-shirt. Streetwear, not sporty."
B_medium,formal + sporty,split_style_train,train,tshirt_sporty_tshirt_010.png,..\dataset\split_style\train\sporty\tshirt_sporty_tshirt_010.png,sporty,formal,streetwear,formal,0.484619349,0.409911633,0.074707717,2.44004941,TRUE,TRUE,TRUE,TRUE,0,0,1,1,add_second_label,"Adidas logo tee is sporty, but also very common in casual streetwear outfits."
B_medium,formal + sporty,split_style_train,train,pants_sporty_pants_006.png,..\dataset\split_style\train\sporty\pants_sporty_pants_006.png,sporty,formal,streetwear,formal,0.532277346,0.235232681,0.297044665,1.640399456,TRUE,TRUE,FALSE,TRUE,0,0,1,0,keep_single_label,Simple lounge/sport pants. They do not strongly show streetwear or formal styling.
B_medium,formal + streetwear,style_extra,style_extra,streetwear_jacket_extra_009.png,..\dataset\style_extra\streetwear\jacket\streetwear_jacket_extra_009.png,streetwear,formal,streetwear,formal,0.377288699,0.2371874,0.140101299,1.438904762,TRUE,TRUE,TRUE,TRUE,0,0,0,1,keep_single_label,Workwear jacket is streetwear.
B_medium,formal + streetwear,split_style_train,train,jacket_formal_jacket_015.png,..\dataset\split_style\train\formal\jacket_formal_jacket_015.png,formal,streetwear,formal,streetwear,0.456381947,0.283557355,0.172824591,1.26034081,TRUE,TRUE,TRUE,TRUE,1,0,0,0,keep_single_label,Tuxedo/velvet blazer is clearly formal. Not enough streetwear influence.
B_medium,formal + streetwear,style_extra,style_extra,formal_pants_extra_007.png,..\dataset\style_extra\formal\pants\formal_pants_extra_007.png,formal,streetwear,sporty,streetwear,0.336875647,0.322718024,0.014157623,1.257267833,TRUE,TRUE,TRUE,TRUE,1,0,0,0,keep_single_label,Pleated trousers with loafers are strongly formal/classic.
B_medium,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_038.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_038.png,streetwear,formal,streetwear,formal,0.333417237,0.308435798,0.024981439,1.176241636,TRUE,TRUE,TRUE,TRUE,0,0,0,1,keep_single_label,Red leather bomber is bold streetwear. I would not call it formal.
B_medium,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_003.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_003.png,streetwear,formal,streetwear,formal,0.470300972,0.338372886,0.131928086,1.083606839,TRUE,TRUE,TRUE,TRUE,0,0,0,1,keep_single_label,"Denim hoodie/jacket is clearly casual streetwear, not formal."
B_medium,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_007.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_007.png,streetwear,formal,streetwear,formal,0.538639009,0.293663561,0.244975448,1.225320578,TRUE,TRUE,FALSE,TRUE,0,0,0,1,keep_single_label,"Varsity/leather jacket fits streetwear. It is structured, but not formal."
B_medium,formal + streetwear,style_extra,style_extra,streetwear_jacket_extra_011.png,..\dataset\style_extra\streetwear\jacket\streetwear_jacket_extra_011.png,streetwear,formal,streetwear,formal,0.451372206,0.374928206,0.076444,0.981020689,TRUE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,Denim jacket is streetwear
B_medium,formal + streetwear,split_style_train,train,tshirt_streetwear_tshirt_010.png,..\dataset\split_style\train\streetwear\tshirt_streetwear_tshirt_010.png,streetwear,formal,streetwear,formal,0.407901645,0.380306482,0.027595162,0.966777861,TRUE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Graphic t-shirt is streetwear/casual, not formal."
B_medium,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_010.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_010.png,streetwear,formal,streetwear,formal,0.520115137,0.383468866,0.136646271,0.958496869,TRUE,FALSE,TRUE,TRUE,1,0,0,1,add_second_label,"Clean grey zip/cardigan style. It is casual streetwear, but also has a smart/minimal formal feel."
B_medium,formal + streetwear,split_style_train,train,tshirt_streetwear_tshirt_019.png,..\dataset\split_style\train\streetwear\tshirt_streetwear_tshirt_019.png,streetwear,formal,streetwear,formal,0.474122137,0.410405159,0.063716978,0.890610456,TRUE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Oversized graphic t-shirt. Clearly streetwear/casual, not formal."
C_low,formal + streetwear,split_style_train,train,tshirt_formal_tshirt_034.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_034.png,formal,formal,streetwear,streetwear,0.318629473,0.312227964,0.006401509,1.143726349,FALSE,TRUE,TRUE,TRUE,1,0,0,1,add_second_label,"Rugby/preppy shirt can fit a formal/preppy category, but also works in streetwear styling."
C_low,formal + streetwear,split_style_train,train,jacket_formal_jacket_019.png,..\dataset\split_style\train\formal\jacket_formal_jacket_019.png,formal,formal,streetwear,streetwear,0.33502537,0.331053615,0.003971756,1.093549013,FALSE,TRUE,TRUE,TRUE,1,1,0,0,add_second_label,"Formal blazer, but the dark patterned fabric gives it a gothic/formal look. Not streetwear."
C_low,formal + streetwear,split_style_train,train,tshirt_formal_tshirt_047.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_047.png,formal,formal,streetwear,streetwear,0.372729659,0.353696078,0.019033581,0.986901939,FALSE,FALSE,TRUE,TRUE,1,0,0,0,keep_single_label,Clean polo shirt. More formal/preppy than streetwear.
C_low,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_008.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_008.png,streetwear,streetwear,formal,formal,0.393601924,0.328346103,0.065255821,0.932415247,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Green track-style jacket. It is streetwear, but also clearly sporty. Not formal."
C_low,formal + streetwear,split_style_train,train,jacket_formal_jacket_017.png,..\dataset\split_style\train\formal\jacket_formal_jacket_017.png,formal,formal,streetwear,streetwear,0.407900274,0.297174454,0.11072582,0.896732569,FALSE,FALSE,TRUE,TRUE,1,1,0,0,add_second_label,"Formal blazer, but dark patterned fabric gives it a gothic/formal look. Not streetwear."
C_low,formal + streetwear,split_style_train,train,tshirt_streetwear_tshirt_023.png,..\dataset\split_style\train\streetwear\tshirt_streetwear_tshirt_023.png,streetwear,streetwear,formal,formal,0.427018523,0.362487167,0.064531356,0.850927889,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Oversized graphic tee. Streetwear only, not formal."
C_low,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_033.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_033.png,streetwear,streetwear,formal,formal,0.435977936,0.262938231,0.173039705,0.830163598,FALSE,FALSE,TRUE,TRUE,1,0,0,1,add_second_label,"Varsity/preppy jacket. It is streetwear, but also has a smart/preppy formal influence."
C_low,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_031.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_031.png,streetwear,streetwear,formal,formal,0.441461623,0.325252593,0.11620903,0.817664146,FALSE,FALSE,TRUE,TRUE,1,0,0,1,add_second_label,"Knitted zip/cardigan-style jacket. Streetwear, but also clean/preppy/formal-ish."
C_low,formal + streetwear,split_style_train,train,tshirt_formal_tshirt_031.png,..\dataset\split_style\train\formal\tshirt_formal_tshirt_031.png,formal,formal,streetwear,streetwear,0.443154126,0.315762848,0.127391279,0.813837647,FALSE,FALSE,TRUE,TRUE,1,0,0,1,add_second_label,"Collared/preppy shirt, but the NY branding also makes it fit streetwear."
C_low,formal + streetwear,style_extra,style_extra,streetwear_shoes_extra_005.png,..\dataset\style_extra\streetwear\shoes\streetwear_shoes_extra_005.png,streetwear,streetwear,formal,formal,0.451114327,0.300968021,0.150146306,0.796034455,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Adidas Superstar-style sneaker is streetwear/lifestyle, not formal."
C_low,formal + streetwear,split_style_train,train,shoes_streetwear_shoes_009.png,..\dataset\split_style\train\streetwear\shoes_streetwear_shoes_009.png,streetwear,streetwear,formal,formal,0.483610332,0.298548907,0.185061425,0.726475835,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Nike lifestyle sneaker. Streetwear only, not formal."
C_low,formal + streetwear,split_style_train,train,tshirt_streetwear_tshirt_026.png,..\dataset\split_style\train\streetwear\tshirt_streetwear_tshirt_026.png,streetwear,streetwear,formal,formal,0.492197454,0.389784366,0.102413088,0.708875299,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Graphic t-shirt is streetwear/casual, not formal."
C_low,formal + streetwear,split_style_train,train,jacket_streetwear_jacket_005.png,..\dataset\split_style\train\streetwear\jacket_streetwear_jacket_005.png,streetwear,streetwear,formal,formal,0.497372329,0.317288756,0.180083573,0.698416412,FALSE,FALSE,TRUE,TRUE,0,0,1,1,add_second_label,"Racing/track-style jacket is streetwear, but also clearly has sporty influence."
C_low,formal + streetwear,split_style_train,train,tshirt_streetwear_tshirt_041.png,..\dataset\split_style\train\streetwear\tshirt_streetwear_tshirt_041.png,streetwear,streetwear,formal,formal,0.497948527,0.362481505,0.135467023,0.697258592,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Graphic/racing-style tee. Streetwear/casual, not formal."
C_low,formal + streetwear,style_extra,style_extra,streetwear_shoes_extra_006.png,..\dataset\style_extra\streetwear\shoes\streetwear_shoes_extra_006.png,streetwear,streetwear,formal,formal,0.504901469,0.315687507,0.189213961,0.683391929,FALSE,FALSE,TRUE,TRUE,0,0,0,1,keep_single_label,"Jordan-style lifestyle sneaker. Streetwear, not formal."
C_low,formal + streetwear,split_style_train,train,jacket_formal_jacket_038.png,..\dataset\split_style\train\formal\jacket_formal_jacket_038.png,formal,formal,streetwear,streetwear,0.538135529,0.357479095,0.180656433,0.61964488,FALSE,FALSE,TRUE,TRUE,1,0,0,0,keep_single_label,Structured blazer. Clearly formal.
